2015-10-06T14:30:11.069+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60596 #91 (9 connections now open)
2015-10-06T14:30:11.070+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60597 #92 (10 connections now open)
2015-10-06T14:30:11.085+0200 I NETWORK  [conn88] end connection 127.0.0.1:60593 (9 connections now open)
2015-10-06T14:30:11.085+0200 I NETWORK  [conn89] end connection 127.0.0.1:60594 (9 connections now open)
2015-10-06T14:30:11.085+0200 I NETWORK  [conn90] end connection 127.0.0.1:60595 (9 connections now open)
2015-10-06T14:30:11.086+0200 I NETWORK  [conn91] end connection 127.0.0.1:60596 (7 connections now open)
2015-10-06T14:30:11.086+0200 I NETWORK  [conn92] end connection 127.0.0.1:60597 (6 connections now open)
2015-10-06T14:30:39.146+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60599 #93 (6 connections now open)
2015-10-06T14:30:39.162+0200 I NETWORK  [conn93] end connection 127.0.0.1:60599 (5 connections now open)
2015-10-06T14:30:39.168+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60600 #94 (6 connections now open)
2015-10-06T14:30:39.169+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60601 #95 (7 connections now open)
2015-10-06T14:30:39.170+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60602 #96 (8 connections now open)
2015-10-06T14:30:39.171+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60603 #97 (9 connections now open)
2015-10-06T14:30:39.171+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60604 #98 (10 connections now open)
2015-10-06T14:30:39.183+0200 I NETWORK  [conn94] end connection 127.0.0.1:60600 (9 connections now open)
2015-10-06T14:30:39.183+0200 I NETWORK  [conn95] end connection 127.0.0.1:60601 (9 connections now open)
2015-10-06T14:30:39.184+0200 I NETWORK  [conn96] end connection 127.0.0.1:60602 (9 connections now open)
2015-10-06T14:30:39.184+0200 I NETWORK  [conn97] end connection 127.0.0.1:60603 (6 connections now open)
2015-10-06T14:30:39.184+0200 I NETWORK  [conn98] end connection 127.0.0.1:60604 (6 connections now open)
2015-10-06T14:30:52.161+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60605 #99 (6 connections now open)
2015-10-06T14:30:52.175+0200 I NETWORK  [conn99] end connection 127.0.0.1:60605 (5 connections now open)
2015-10-06T14:30:52.181+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60606 #100 (6 connections now open)
2015-10-06T14:30:52.181+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60607 #101 (7 connections now open)
2015-10-06T14:30:52.182+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60608 #102 (8 connections now open)
2015-10-06T14:30:52.183+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60609 #103 (9 connections now open)
2015-10-06T14:30:52.184+0200 I NETWORK  [initandlisten] connection accepted from 127.0.0.1:60610 #104 (10 connections now open)
2015-10-06T14:30:52.194+0200 I NETWORK  [conn100] end connection 127.0.0.1:60606 (9 connections now open)
2015-10-06T14:30:52.194+0200 I NETWORK  [conn101] end connection 127.0.0.1:60607 (9 connections now open)
2015-10-06T14:30:52.194+0200 I NETWORK  [conn102] end connection 127.0.0.1:60608 (8 connections now open)
2015-10-06T14:30:52.195+0200 I NETWORK  [conn103] end connection 127.0.0.1:60609 (7 connections now open)
